,original,synonyms
0,uninviting,awful
1,uninviting,bad
0,uniting,allied
1,uniting,at one
0,unknowing,blank
1,unknowing,blind
0,unlocking,decipher
1,unlocking,undo
0,unloosening,disengage
1,unloosening,disentangle
0,unloving,cold
1,unloving,detached
0,unmarrying,break up
1,unmarrying,disconnect
0,unmasking,disclosure
1,unmasking,apprehension
0,unobserving,apathetic
1,unobserving,bored
0,unoffending,above suspicion
1,unoffending,clean
0,unpersevering,apathetic
1,unpersevering,careless
0,unpitying,aloof
1,unpitying,antipathetic
0,unplugging,draw
1,unplugging,open
0,unprepossessing,awful
1,unprepossessing,grisly
0,unprotesting,satisfied
1,unprotesting,accommodated
0,unquestioning,absolute
1,unquestioning,accurate
0,unraveling,advancement
1,unraveling,evolution
0,unreflecting,ardent
1,unreflecting,impulsive
0,unremitting,ceaseless
1,unremitting,continuous
0,unrepenting,coldhearted
1,unrepenting,seasoned
0,unresisting,acquiescent
1,unresisting,browbeaten
0,unrevealing,ambiguous
1,unrevealing,careful
0,unrewarding,flat
1,unrewarding,dull
0,unriddling,analyze
1,unriddling,break down
0,unruffling,sedate
1,unruffling,calm
0,unsatisfying,depressing
1,unsatisfying,disconcerting
0,unscrewing,alleviate
1,unscrewing,become unfastened
0,unsealing,free
1,unsealing,open
0,unsettling,alarming
1,unsettling,creepy
0,unsexing,alter
1,unsexing,antisepticize
0,unsleeping,alive
1,unsleeping,astir
0,unsteadying,curve
1,unsteadying,deviate
0,unsticking,alleviate
1,unsticking,become unfastened
0,unstimulating,banal
1,unstimulating,boring
0,unstring,disturb
1,unstring,frighten
0,untaxing,moderate
1,untaxing,smooth
0,unthinking,blundering
1,unthinking,brutish
0,unthreatening,calm
1,unthreatening,clear
0,unthriving,declining
1,unthriving,defeated
0,untrusting,been hit before
1,untrusting,cagey
0,untwining,detach
1,untwining,disengage
0,untwisting,acquire
1,untwisting,evolve
0,unvarying,uniform
1,unvarying,constant
0,unweaving,disentangle
1,unweaving,free
0,unwinding,crashed
1,unwinding,dozing
0,unwitting,forgetful
1,unwitting,inadvertent
0,upbraiding,insulting
1,upbraiding,offensive
0,uplifting,inspiriting
1,uplifting,inspirative
0,uprising,insurrection
1,uprising,mutiny
0,upsetting,alarming
1,upsetting,annoying
0,upstanding,ethical
1,upstanding,good
0,upswing,upturn
1,upswing,boom
0,urging,insistence
1,urging,begging
0,usurping,annex
1,usurping,preempt
0,vacillating,hesitating
1,vacillating,unsettled
0,vanishing,fading
1,vanishing,fleeting
0,vaporing,airs
1,vaporing,pretensions
0,varnishing,condoning
1,varnishing,diminishing
0,vaulting,eager
1,vaulting,enthusiastic
0,vaunting,arrogant
1,vaunting,bombastic
0,veiling,
1,veiling,covering
0,veining,smear
1,veining,band
0,vending,clearance
1,vending,demolition
0,veneering,coating
1,veneering,exterior
0,ventilating,vent
1,ventilating,advertise
0,vesting,bestow
1,vesting,confer
0,vibrating,muted
1,vibrating,dull
0,victualing,conduct
1,victualing,continue
0,viking,corsair
1,viking,freebooter
0,visiting,calling
1,visiting,staying
0,vitalizing,animating
1,vitalizing,appealing
0,voicing,articulation
1,voicing,enunciation
0,voiding,abolishment
1,voiding,abrogation
0,volleying,bunt
1,volleying,deliver
0,vomiting,blah
1,vomiting,crummy
0,voting,balloting
1,voting,polling
0,vying,provisional
1,vying,approaching
0,wadding,dressing
1,wadding,layer
0,waddling,toddle
1,waddling,totter
0,wading,bathe
1,wading,paddle
0,wagering,bet
1,wagering,action
0,waggling,bobble
1,waggling,flourish
0,wainscoting,covering
1,wainscoting,bushing
0,waiting,alert
1,waiting,anticipative
0,wakening,arise
1,wakening,awake
0,waking,alert
1,waking,arising
0,walking,ambulatory
1,walking,marching
0,walling,block
1,walling,barricade
0,walloping,behemoth
1,walloping,blimp
0,wallpapering,cover
1,wallpapering,hang
0,wandering,roving
1,wandering,winding
0,waning,abating
1,waning,ebbing
0,wanting,deficient
1,wanting,unfulfilled
0,warbling,calling
1,warbling,hissing
0,warding,avert
1,warding,avoid
0,Waring,battle
1,Waring,bloodshed
0,warming,encouraging
1,warming,reassuring
0,warmongering,battling
1,warmongering,belligerent
0,warning,ominous
1,warning,admonishing
0,warping,corrupt
1,warping,pervert
0,washing,ablutionary
1,washing,
0,wasting,diseased
1,wasting,feeble
0,watching,alert
1,watching,cautious
0,watering,bathe
1,watering,dilute
0,waterlogging,dampen
1,waterlogging,drench
0,waterproofing,close
1,waterproofing,enclose
0,wavering,changing
1,wavering,fluctuating
0,waving,bouncing
1,waving,bouncy
0,waxing,increscent
1,waxing,
0,wayfaring,drifting
1,wayfaring,gadabout
0,weakening,collapsing
1,weakening,decreasing
0,weakling,wimp
1,weakling,baby
0,weanling,calf
1,weanling,colt
0,wearing,draining
1,wearing,exhausting
0,weathering,depletion
1,weathering,depreciation
0,weaving,capricious
1,weaving,erratic
0,webbing,fiber
1,webbing,gossamer
0,wedging,bear
1,wedging,bind
0,weeping,sobbing
1,weeping,teary
0,weighing,balancing
1,weighing,consideration
0,weighting,carry
1,weighting,cram
0,welcoming,accessible
1,welcoming,attainable
0,welding,associating
1,welding,attaching
0,welling,beginning
1,welling,derivation
0,wellspring,aquifer
1,wellspring,beginning
0,welting,chastise
1,welting,clobber
0,wetting,bathe
1,wetting,damp
0,whacking,beating
1,whacking,
0,whaling,big
1,whaling,colossal
0,wheedling,adulatory
1,wheedling,bombastic
0,wheeling,involution
1,wheeling,rotation
0,whiffling,flounder
1,whiffling,hesitate
0,whimpering,bearish
1,whimpering,bemoaning
0,whipping,flogging
1,whipping,licking
0,whirling,revolving
1,whirling,rotating
0,whisking,blasting
1,whisking,breathing
0,whispering,buzzing
1,whispering,humming
0,whistling,calling
1,whistling,hissing
0,whitening,bleach
1,whitening,blanch
0,whiting,abate
1,whiting,allay
0,whittling,diminish
1,whittling,erode
0,whizzing,darting
1,whizzing,dashing
0,whooping,bawling
1,whooping,booing
0,whopping,colossal
1,whopping,massive
0,wigging,bawl out
1,wigging,carpet
0,wildcatting,dare
1,wildcatting,hazard
0,wincing,back off
1,wincing,blanch
0,winding,bending
1,winding,curving
0,wing,aileron
1,wing,airfoil
0,winking,eye
1,winking,eyeball
0,winning,leading
1,winning,successful
0,winnowing,beating
1,winnowing,flailing
0,wintering,hole up
1,wintering,hide
0,wirepulling,finagle
1,wirepulling,lobby
0,wiring,electrification
1,wiring,electrifying
0,wishing,desiring
1,wishing,longing
0,witching,alluring
1,witching,attracting
0,withdrawing,humble
1,withdrawing,average
0,withering,decaying
1,withering,drooping
0,witling,dunce
1,witling,ass
0,witting,apprehensive
1,witting,conscious
0,wobbling,quaking
1,wobbling,quivering
0,wondering,awestruck
1,wondering,admiring
0,wonting,enlighten
1,wonting,naturalize
0,wooing,admiring
1,wooing,amorous
0,woolgathering,absent
1,woolgathering,absorbed
0,wording,language
1,wording,manner
0,working,alive
1,working,busy
0,worming,dragging
1,worming,crawling
0,worrying,concerned
1,worrying,nervous
0,worsening,desperate
1,worsening,forlorn
0,wounding,biting
1,wounding,pointed
0,wrapping,bag
1,wrapping,cloth
0,wrecking,bashing
1,wrecking,battering
0,wresting,exact
1,wresting,extort
0,wrestling,battling
1,wrestling,belligerent
0,wring,draw out
1,wring,extort
0,writhing,squirming
1,writhing,twitching
0,writing,calligraphy
1,writing,handwriting
0,wrongdoing,crime
1,wrongdoing,malpractice
0,yachting,maritime
1,yachting,navigational
0,yanking,jerk
1,yanking,snap
0,yapping,babble
1,yapping,blather
0,yawning,gaping
1,yawning,huge
0,yearling,calf
1,yearling,colt
0,yearning,ambition
1,yearning,appetite
0,yeasting,embellish
1,yeasting,aggrandize
0,yelling,bawling
1,yelling,holler
0,yellowing,chicken
1,yellowing,craven
0,yielding,humble
1,yielding,passive
0,yoking,burden
1,yoking,chain
0,youngling,fledgling
1,youngling,rookie
0,zing,brio
1,zing,dash
0,zipping,oomph
1,zipping,pep
0,zoning,banding
1,zoning,bordering
